Account Type;Member Tags;User Tags;RSVP'ed;Registration Date;Registration Option;Are you an IE Alumni?;Year of graduation;Degree;Section (please, type N/A if this is not applicable to your program);Country;I'm interested in networking around ... (please choose one);Please let us know if you have any allergies or dietary restrictions:;Which roles are you most interested in? (Mark all that apply);Attendee's Comment;Officer's Notes;Paid;Quantity;Payment Status;Payment Date;Checked-In Date;Gateway Number;Event Registration UID;Unnamed: 40
Alumni;"""IMBA Nov 2013,Visibility YES,FRIDAY June 7th,SATURDAY 8 de junio,FRIDAY GUEST,SATURDAY GUEST,SUNDAY 9 de junio,SUNDAY GUEST,GALA GUEST,GALA""";"""UNITED ARAB EMIRATES,Programa Master_en,English,non_associate,Madrid,Alumni,IMBA-ENG,GAW 24,Last Online after 2020""";Yes;3/17/2024 3:09:51 AM;GAW early bird ticket - ENDED;No;2007;Mech Engineering;;United States Of America;Technology ;;;;2 guests;99.0;1.0;COMPLETE;3/19/2024 6:55:35 PM;06/07/2024 18:22;6h0zz7z8;99b30879-e402-11ee-9d77-0a31732c095b;
Alumni;"""IMBA Nov 2013,Visibility YES,FRIDAY June 7th,SATURDAY 8 de junio,FRIDAY GUEST,SATURDAY GUEST,SUNDAY 9 de junio,SUNDAY GUEST,GALA GUEST,GALA""";"""UNITED ARAB EMIRATES,Programa Master_en,English,non_associate,Madrid,Alumni,IMBA-ENG,GAW 24,Last Online after 2020""";Yes;3/17/2024 3:09:51 AM;Gala Dinner Spring Sale Ticket - ENDED;Yes;2014;International MBA;N5;United States Of America;;;;;2 guests;179.0;1.0;COMPLETE;3/27/2024 1:54:24 PM;6/19/2024 2:47:38 PM;hbrh7vfd;99b30879-e402-11ee-9d77-0a31732c095b;
Alumni;"""IMBA Nov 2013,Visibility YES,FRIDAY June 7th,SATURDAY 8 de junio,FRIDAY GUEST,SATURDAY GUEST,SUNDAY 9 de junio,SUNDAY GUEST,GALA GUEST,GALA""";"""UNITED ARAB EMIRATES,Programa Master_en,English,non_associate,Madrid,Alumni,IMBA-ENG,GAW 24,Last Online after 2020""";Yes;3/17/2024 3:09:51 AM;Gala Dinner Spring Sale Ticket - ENDED;No;Unknown;Engineering;;United States Of America;;;;;2 guests;179.0;1.0;COMPLETE;3/27/2024 1:54:24 PM;6/19/2024 2:49:39 PM;hbrh7vfd;99b30879-e402-11ee-9d77-0a31732c095b;
Alumni;"""IMBA Nov 2013,Visibility YES,FRIDAY June 7th,SATURDAY 8 de junio,FRIDAY GUEST,SATURDAY GUEST,SUNDAY 9 de junio,SUNDAY GUEST,GALA GUEST,GALA""";"""UNITED ARAB EMIRATES,Programa Master_en,English,non_associate,Madrid,Alumni,IMBA-ENG,GAW 24,Last Online after 2020""";Yes;3/17/2024 3:09:51 AM;GAW + Gala Dinner Spring Sale Ticket - ENDED;No;2014;International MBA;;United States Of America;Diversified Industries (FMCG, Healthcare, Industrial, Luxury, Retail, Pharma, Energy, Hospitality, Sports, etc.);Pescatarian;;;2 guests;308.0;1.0;COMPLETE;5/31/2024 3:43:53 AM;06/11/2024 15:06;fm1wp3qk;99b30879-e402-11ee-9d77-0a31732c095b;
Alumni;"""IMBA Nov 2013,Visibility YES,FRIDAY June 7th,SATURDAY 8 de junio,SUNDAY 9 de junio""";"""PERU,Programa Master_en,English,non_associate,Alumni,GAW 24,Last Online after 2020""";Yes;5/31/2024 9:50:44 AM;GAW Spring Sale Ticket - ENDED;Yes;2014;International MBA;;Peru;Diversified Industries (FMCG, Healthcare, Industrial, Luxury, Retail, Pharma, Energy, Hospitality, Sports, etc.);No;;;;129.0;1.0;COMPLETE;5/31/2024 8:42:48 AM;06/07/2024 17:34;q48ptwmz;60a7cbec-1f21-11ef-9073-0a31732c095b;
Alumni;"""Visibility YES,FRIDAY June 7th,SATURDAY 8 de junio""";"""SPAIN,Programa Master_en,Executive Programs,Spanish,non_associate,PE-ESP-PODP JUN-2020,Madrid,PE-ESP-PODP,Alumni,MIDE,F-ESP-CONGR,DIRECCION DE LA INNOVACION,DIGITAL MARKETING,PE-ESP-GT,HABILIDADES COMUNICACIÓN,TAN,MDET,PROJECT FINANCE,COSTES-CONTROL GESTION,E-BUSINESS,F-ESP-CONGR FEB-2012,PE-ESP-GT FEB-2010,DIGITAL MARKETING MAY-2008,DIRECCION DE LA INNOVACION MAY-2007,TAN JUN-2004,MDET FEB-2003,PROJECT FINANCE DIC-2002,COSTES-CONTROL GESTION ABR-2002,HABILIDADES COMUNICACIÓN DIC-2001,E-BUSINESS DIC-2000,MIDE OCT-1992""";Yes;5/31/2024 9:50:57 AM;GAW Spring Sale Ticket - ENDED;No;2003;MDET;;Spain;Technology ;no;;es posible asista cena gala pero hoy no lo sé;;129.0;1.0;COMPLETE;5/31/2024 8:46:26 AM;06/07/2024 19:21;3weww24r;e29d8fe2-1f21-11ef-9073-0a31732c095b;
Alumni;"""IMBA April 2013,Visibility YES,FRIDAY June 7th,SATURDAY 8 de junio,SUNDAY 9 de junio""";"""Programa Master_en,English,non_associate,Hungary,Madrid,Alumni,GAW 24,Last Online after 2020""";Yes;5/31/2024 11:53:18 AM;GAW Spring Sale Ticket - ENDED;Yes;2014;International MBA;A3;Hungary;Other;No;;;;129.0;1.0;COMPLETE;5/31/2024 10:51:11 AM;06/07/2024 16:38;7j0q9mqz;4fed049f-1f33-11ef-9073-0a31732c095b;
Alumni;"""Visibility YES,FRIDAY GUEST,FRIDAY June 7th,SUNDAY 9 de junio,SATURDAY 8 de junio,SUNDAY GUEST""";"""NIGERIA,Programa Master_en,English,associate,Madrid,Alumni,GAW 24,Last Online after 2020""";Yes;1/30/2024 2:35:13 PM;GAW early bird ticket - ENDED;Yes;2018;International MBA;January;United States Of America;Media & Entertainment;;;;;99.0;1.0;COMPLETE;1/30/2024 1:32:49 PM;06/07/2024 16:06;43zv2wy6;0f69fe37-bf74-11ee-af10-0a31732c095b;
Alumni;"""Visibility YES,FRIDAY GUEST,FRIDAY June 7th,SUNDAY 9 de junio,SATURDAY 8 de junio,SUNDAY GUEST""";"""NIGERIA,Programa Master_en,English,associate,Madrid,Alumni,GAW 24,Last Online after 2020""";Yes;1/30/2024 2:35:13 PM;GAW Spring Sale Ticket - ENDED;No;2018;International MBA;;United Kingdom;Technology ;;;;;129.0;1.0;COMPLETE;5/31/2024 11:06:58 AM;06/07/2024 16:06;d09ab9sq;0f69fe37-bf74-11ee-af10-0a31732c095b;
Alumni;"""GALA""";"""SPAIN,Programa Master_en,English,associate,Alumni,Last Online after 2020""";Yes;5/31/2024 12:16:59 PM;Gala Dinner Spring Sale Ticket - ENDED;Yes;2019;Master in Management;6;Spain;;No.;;;;179.0;1.0;COMPLETE;5/31/2024 11:15:41 AM;6/19/2024 12:32:27 PM;6fwde4vr;bbfb6f65-1f36-11ef-9073-0a31732c095b;
Alumni;"""Visibility YES,FRIDAY June 7th,SUNDAY 9 de junio""";"""SPAIN,Programa Master_en,Executive Programs,Advanced Management Programs,Spanish,associate,Madrid,MBD-PT ENE-2022,Alumni,MBD-PT,Language courses staff,GAW 24,Last Online after 2020""";Yes;5/31/2024 12:18:43 PM;Special Invitation GAW 2024;Yes;2023;MBD PT 2022;J1;Spain;Technology ;No;;;;0.0;1.0;COMPLETE;5/31/2024 11:15:09 AM;06/07/2024 15:57;Unknown;a8be5490-1f36-11ef-9073-0a31732c095b;
Alumni;"""Visibility YES,FRIDAY June 7th,SATURDAY 8 de junio,FRIDAY GUEST,SATURDAY GUEST""";"""KENYA,Programa Master_en,English,non_associate,Madrid,Alumni,IMBA-ENG,IMBA-ENG ABR-2014""";Yes;5/31/2024 12:28:45 PM;GAW Spring Sale Ticket - ENDED;Yes;2015;International MBA;A3;Kenya;International Development and Social Impact ;;;;;129.0;1.0;COMPLETE;5/31/2024 11:13:51 AM;06/07/2024 15:46;7780ac6k;3365440a-1f28-11ef-9073-0a31732c095b;
Alumni;"""Visibility YES,FRIDAY June 7th,SATURDAY 8 de junio,FRIDAY GUEST,SATURDAY GUEST""";"""KENYA,Programa Master_en,English,non_associate,Madrid,Alumni,IMBA-ENG,IMBA-ENG ABR-2014""";Yes;5/31/2024 12:28:45 PM;GAW Spring Sale Ticket - ENDED;No;2008;Masters in Agricultural Economics;;Italy;International Development and Social Impact ;;;;;129.0;1.0;COMPLETE;5/31/2024 11:13:51 AM;06/07/2024 15:46;7780ac6k;3365440a-1f28-11ef-9073-0a31732c095b;
Alumni;"""IMBA Nov 2013,Visibility YES,FRIDAY June 7th,SATURDAY 8 de junio,SUNDAY 9 de junio,GALA""";"""SPAIN,Programa Master_en,Advanced Management Programs,English,non_associate,Madrid,Alumni,PA-ESP-PROPTECH ABR-2023,GAW 24,Last Online after 2020""";Yes;5/31/2024 1:02:52 PM;GAW + Gala Dinner Spring Sale Ticket - ENDED;Yes;2014;International MBA;;Spain;Technology ;No;;;;308.0;1.0;COMPLETE;5/31/2024 12:01:13 PM;06/07/2024 16:32;2k9ct50v;184ba2af-1f3d-11ef-9073-0a31732c095b;
Alumni;"""Visibility YES,FRIDAY June 7th,SATURDAY 8 de junio,SUNDAY 9 de junio""";"""UNITED STATES OF AMERICA,Programa Master_en,English,associate,Madrid,Alumni,MCC,MCC - OCT-2016""";Yes;5/31/2024 1:10:34 PM;GAW Spring Sale Ticket - ENDED;Yes;2017;Master in Corporate Communication;;Spain;Diversified Industries (FMCG, Healthcare, Industrial, Luxury, Retail, Pharma, Energy, Hospitality, Sports, etc.);No;;;;129.0;1.0;COMPLETE;5/31/2024 12:07:06 PM;06/07/2024 16:41;pgcz8x94;ea9c484f-1f3d-11ef-9073-0a31732c095b;
Alumni;"""IMBA Nov 2008,Visibility YES,SATURDAY 8 de junio,SUNDAY 9 de junio""";"""ITALY,Programa Master_en,English,non_associate,Madrid,Alumni,Programa Master Oficial_en,MBA (OF),IMBA-ESP,GAW 24,Last Online after 2020""";Yes;5/31/2024 1:11:32 PM;GAW Spring Sale Ticket - ENDED;Yes;2009;MASTER IN BUSINESS ADMINISTRATION;N7;Italy;Technology ;;;;;129.0;1.0;COMPLETE;5/31/2024 12:02:52 PM;06/08/2024 10:18;7envn8cn;5348219f-1f3d-11ef-9073-0a31732c095b;
Alumni;"""IMBA Nov 2008,Visibility YES,SATURDAY 8 de junio,SUNDAY 9 de junio""";"""ITALY,Programa Master_en,English,non_associate,Madrid,Alumni,Programa Master Oficial_en,MBA (OF),IMBA-ESP,GAW 24,Last Online after 2020""";Yes;5/31/2024 1:11:32 PM;GAW Spring Sale Ticket - ENDED;No;Not applicable;Architecture;;Italy;Real Estate / Arquitecture / Design;;;;;129.0;1.0;COMPLETE;5/31/2024 12:02:52 PM;06/08/2024 10:19;7envn8cn;5348219f-1f3d-11ef-9073-0a31732c095b;
Alumni;"""Visibility YES,FRIDAY June 7th""";"""SPAIN,MIM-English,Programa Master_en,Executive Programs,Management Programs,English,non_associate,PD-ESP-PRO FEB-2020,Madrid,PE-ESP-CE,Alumni,Programa Master Oficial_en,PE-ESP-CE ABR-2018,PE-ENG-HILP MAY-2023,PE-ENG-HILP,PD-ESP-PRO,PE-ESP-DIGP,MIM (OF),MIM (OF) OCT-2010,PE-ESP-DIGP MAR-2018,MIM-English - FEB-2011""";Yes;5/31/2024 1:13:40 PM;Special Invitation GAW 2024;Yes;2011;Master in Management;Feb-2011 intake, English section;Spain;Technology ;;;Looking forward!!!;;0.0;1.0;COMPLETE;5/31/2024 12:11:37 PM;06/07/2024 17:43;Unknown;8c3e0227-1f3e-11ef-9073-0a31732c095b;
Alumni;"""Visibility YES,FRIDAY June 7th,SATURDAY 8 de junio,GALA""";"""RUSSIA,Programa Master_en,English,non_associate,IEXL-ENG-DM SEP-2020,Madrid,HIOPS,IEXL-ENG-DM,Alumni,EMBA-EN-BL,EMBA-EN-BL - ABR-2013""";Yes;5/31/2024 2:13:38 PM;GAW + Gala Dinner Spring Sale Ticket - ENDED;Yes;2014;Executive MBA English Blended;;Lithuania;Diversified Industries (FMCG, Healthcare, Industrial, Luxury, Retail, Pharma, Energy, Hospitality, Sports, etc.);No;;;;308.0;1.0;COMPLETE;5/31/2024 1:11:39 PM;06/07/2024 18:16;aba1d7a7;ef4f749c-1f46-11ef-9073-0a31732c095b;
Alumni;"""Visibility YES,FRIDAY June 7th,SATURDAY 8 de junio""";"""UNITED KINGDOM,Programa Master_en,English,associate,Madrid,Alumni,Programa Master Oficial_en,MBA (OF),IXMBABW,GAW 24,Last Online after 2020""";Yes;5/31/2024 2:20:25 PM;GAW Spring Sale Ticket - ENDED;Yes;2011;International Executive MBA Bi-weekly;;United Kingdom;Consulting;n/A;;;;129.0;1.0;COMPLETE;5/31/2024 1:18:34 PM;06/07/2024 16:04;qmbdgv9c;e682d0dd-1f47-11ef-9073-0a31732c095b;
Alumni;"""Visibility YES,FRIDAY June 7th,SATURDAY 8 de junio""";"""UNITED STATES OF AMERICA,Programa Master_en,English,non_associate,MBD OCT-2015,Alumni,GAW 24,Last Online after 2020""";Yes;5/31/2024 2:43:26 PM;GAW Spring Sale Ticket - ENDED;Yes;2016;Master in Business Analytics and Big Data;;United States Of America;Technology ;;;;;129.0;1.0;COMPLETE;5/31/2024 1:40:38 PM;06/07/2024 19:26;5rnk6a4b;fbd36387-1f4a-11ef-9073-0a31732c095b;
Alumni;"""IMBA Nov 2013,Visibility YES,FRIDAY June 7th""";"""UNITED KINGDOM,Programa Master_en,English,non_associate,Madrid,Alumni,IMBA-ENG,GAW 24,Last Online after 2020""";Yes;5/31/2024 2:51:18 PM;GAW Spring Sale Ticket - ENDED;Yes;2014;International MBA;N2;United Kingdom;International Development and Social Impact ;No;;;;129.0;1.0;COMPLETE;5/31/2024 1:50:05 PM;06/07/2024 17:07;b3sj8mkv;4dfe4a50-1f4c-11ef-9073-0a31732c095b;
Alumni;"""FRIDAY June 7th,GALA""";"""SPAIN,Programa Master_en,Executive Programs,Spanish,associate,PE-ESP-CORPL JUN-2020,Madrid,PE-ESP-CORPL,Alumni,EMBA-ES-BL,EMBA-ES-BL OCT-2017""";Yes;5/31/2024 1:08:17 PM;Club Leaders;Yes;2020;Corporate Legal;Na;Spain;Real Estate / Arquitecture / Design;Na;;;;50.0;1.0;COMPLETE;5/31/2024 2:59:22 PM;06/07/2024 18:05;Unknown;2c6dd762-1db1-11ef-81b6-02b922c01bc9;
Alumni;"""FRIDAY June 7th,GALA""";"""SPAIN,Programa Master_en,Executive Programs,Spanish,associate,PE-ESP-CORPL JUN-2020,Madrid,PE-ESP-CORPL,Alumni,EMBA-ES-BL,EMBA-ES-BL OCT-2017""";Yes;5/31/2024 1:08:17 PM;Gala Dinner Spring Sale Ticket - ENDED;Yes;2018;MbA;Na;Spain;;Na;;;;179.0;1.0;COMPLETE;5/31/2024 2:59:22 PM;6/19/2024 2:44:04 PM;Unknown;2c6dd762-1db1-11ef-81b6-02b922c01bc9;
Alumni;"""GALA""";"""SPAIN,Programa Master_en,Spanish,non_associate,Madrid,Alumni,MAJ,Last Online after 2020""";Yes;5/31/2024 4:34:40 PM;Gala Dinner Spring Sale Ticket - ENDED;Yes;1999;Master en Asesoría Jurídica de Empresas (LL.M.);;Spain;;NO;;;;179.0;1.0;COMPLETE;5/31/2024 3:32:50 PM;6/18/2024 5:07:49 PM;0vzsr13m;a89f32dc-1f5a-11ef-9073-0a31732c095b;
Alumni;"""Visibility YES,SATURDAY 8 de junio""";"""SPAIN,Programa Master_en,English,associate,Madrid,Alumni,MVDM,GAW 24,Last Online after 2020""";Yes;5/31/2024 4:52:16 PM;Special Invitation GAW 2024;Yes;2018;Master in Visual and Digital Media;;Spain;Diversified Industries (FMCG, Healthcare, Industrial, Luxury, Retail, Pharma, Energy, Hospitality, Sports, etc.);;;;;0.0;1.0;COMPLETE;5/31/2024 3:50:37 PM;06/10/2024 13:37;Unknown;2483971f-1f5d-11ef-9073-0a31732c095b;
Alumni;"""GXMBA June 2013,Visibility YES,FRIDAY June 7th""";"""RUSSIA,Programa Master_en,English,non_associate,Alumni,GAW 24,Last Online after 2020""";Yes;5/31/2024 5:18:40 PM;GAW Spring Sale Ticket - ENDED;Yes;2014;Global Executive MBA;;United States Of America;Finance;no;;;;129.0;1.0;COMPLETE;5/31/2024 4:16:24 PM;06/07/2024 17:27;qmay93at;be6ba9a3-1f60-11ef-9073-0a31732c095b;
Alumni;"""Visibility YES,SATURDAY 8 de junio,SUNDAY 9 de junio,GALA""";"""UNITED STATES OF AMERICA,Programa Master_en,English,associate,Madrid,IEBEXMBA MAR-2022,Alumni,IEBEXMBA""";Yes;5/31/2024 5:36:49 PM;GAW + Gala Dinner Spring Sale Ticket - ENDED;Yes;2023;IE Brown Executive MBA;;United States Of America;Diversified Industries (FMCG, Healthcare, Industrial, Luxury, Retail, Pharma, Energy, Hospitality, Sports, etc.);No bell peppers;;;;308.0;1.0;COMPLETE;5/31/2024 4:34:23 PM;06/12/2024 13:51;1xcqvm9a;41caa4d1-1f63-11ef-9073-0a31732c095b;
Alumni;"""IMBA Nov 2013,Visibility YES,FRIDAY June 7th,SATURDAY 8 de junio,GALA""";"""MEXICO,Programa Master_en,English,non_associate,Madrid,Alumni,IMBA-ENG,GAW 24,Last Online after 2020""";Yes;5/31/2024 6:07:13 PM;GAW early bird ticket - ENDED;Yes;2014;International MBA;IMBA 2014 N2;Mexico;Technology ;gluten-free, no meat, no dairy (egg and seafood is ok);;If possible to know whether there will be options according to the indicated dietary restrictions, I would greatly appreciate knowing ahead of time so that I can plan accordingly.  Thank you!;;99.0;1.0;COMPLETE;02/07/2024 2:19;06/07/2024 17:06;hw7kfwsq;6ed792ca-1f67-11ef-9073-0a31732c095b;
Alumni;"""IMBA Nov 2013,Visibility YES,FRIDAY June 7th,SATURDAY 8 de junio,GALA""";"""MEXICO,Programa Master_en,English,non_associate,Madrid,Alumni,IMBA-ENG,GAW 24,Last Online after 2020""";Yes;5/31/2024 6:07:13 PM;GAW Spring Sale Ticket - ENDED;Yes;2014;International MBA;IMBA 2014 N2;Mexico;Technology ;gluten-free, no meat, no dairy (egg and seafood is ok);;If possible to know whether there will be options according to the indicated dietary restrictions, I would greatly appreciate knowing ahead of time so that I can plan accordingly.  Thank you!;;129.0;1.0;COMPLETE;5/31/2024 5:04:17 PM;;rjsb1yh5;6ed792ca-1f67-11ef-9073-0a31732c095b;
Alumni;"""IMBA Nov 2013,Visibility YES,FRIDAY June 7th,SATURDAY 8 de junio,GALA""";"""MEXICO,Programa Master_en,English,non_associate,Madrid,Alumni,IMBA-ENG,GAW 24,Last Online after 2020""";Yes;5/31/2024 6:07:13 PM;GAW Spring Sale Ticket - ENDED;;;;;;;;;If possible to know whether there will be options according to the indicated dietary restrictions, I would greatly appreciate knowing ahead of time so that I can plan accordingly.  Thank you!;;-129.0;-1.0;COMPLETE;5/31/2024 8:46:55 PM;;rjsb1yh5;6ed792ca-1f67-11ef-9073-0a31732c095b;
Alumni;"""IMBA Nov 2013,Visibility YES,FRIDAY June 7th,SATURDAY 8 de junio,GALA""";"""MEXICO,Programa Master_en,English,non_associate,Madrid,Alumni,IMBA-ENG,GAW 24,Last Online after 2020""";Yes;5/31/2024 6:07:13 PM;Gala Dinner Spring Sale Ticket - ENDED;Yes;2014;International MBA;IMBA 2014 N2;Mexico;;gluten-free, no meat, prefer no dairy. (egg and seafood is ok).  ;;If possible to know whether there will be options according to the indicated dietary restrictions, I would greatly appreciate knowing ahead of time so that I can plan accordingly.  Thank you!;;179.0;1.0;COMPLETE;5/31/2024 10:47:40 PM;6/19/2024 11:36:08 AM;kbfms046;6ed792ca-1f67-11ef-9073-0a31732c095b;
Alumni;"""Visibility YES,FRIDAY June 7th,SUNDAY 9 de junio""";"""SPAIN,Management Programs,Spanish,associate,Madrid,Alumni,PD-ESP-DEPT FEB-2023,PD-ESP-DEPT""";Yes;5/31/2024 7:08:51 PM;GAW Spring Sale Ticket - ENDED;Yes;2023;Programa de Dirección Estratégica de Personas y Talento;;Spain;Other;No;;;;129.0;1.0;COMPLETE;5/31/2024 6:04:53 PM;06/07/2024 17:22;r9a7raf1;e67097a1-1f6f-11ef-9073-0a31732c095b;
Alumni;"""Visibility YES,FRIDAY June 7th,SUNDAY 9 de junio,SATURDAY 8 de junio,GALA""";"""GERMANY,Programa Master_en,English,non_associate,Madrid,Alumni,GXMBA,GAW 24,Last Online after 2020""";Yes;5/31/2024 7:29:51 PM;GAW + Gala Dinner Spring Sale Ticket - ENDED;Yes;2013;Global Executive MBA;;France;Technology ;Lactose intolerance;;;;308.0;1.0;COMPLETE;5/31/2024 6:28:43 PM;06/07/2024 17:52;agggzz38;3a43d896-1f73-11ef-9073-0a31732c095b;
Alumni;"""Visibility YES,FRIDAY June 7th,SUNDAY 9 de junio,GALA""";"""SPAIN,Programa Master_en,English,non_associate,Madrid,Alumni,EMBA-EN-BL,GAW 24,Last Online after 2020""";Yes;1/31/2024 11:52:57 AM;GAW early bird ticket - ENDED;Yes;2014;Executive MBA English Blended;Global Management;Spain;Other;none;;;;99.0;1.0;COMPLETE;1/31/2024 10:50:31 AM;06/07/2024 18:16;5zzp3dt0;8df73301-c026-11ee-af10-0a31732c095b;
Alumni;"""Visibility YES,FRIDAY June 7th,SUNDAY 9 de junio,GALA""";"""SPAIN,Programa Master_en,English,non_associate,Madrid,Alumni,EMBA-EN-BL,GAW 24,Last Online after 2020""";Yes;1/31/2024 11:52:57 AM;Gala Dinner Spring Sale Ticket - ENDED;Yes;2014;Executive MBA English Blended;;Spain;;;;;;179.0;1.0;COMPLETE;5/31/2024 6:59:01 PM;6/18/2024 12:57:55 PM;ajqb4dzn;8df73301-c026-11ee-af10-0a31732c095b;
Alumni;"""FRIDAY June 7th""";"""Programa Master_en,English,non_associate,Bahrain,Madrid,Alumni,IMBA-ENG,Last Online after 2020""";Yes;5/31/2024 8:55:28 PM;GAW TICKET;;;;;;;;;;paid in person on friday;159.0;1.0;COMPLETE;06/11/2024 16:26;06/11/2024 17:26;Unknown;3f0a1b6f-1f7d-11ef-9073-0a31732c095b;
Alumni;"""IMBA Nov 2013,Visibility YES,FRIDAY June 7th,SATURDAY 8 de junio,SUNDAY 9 de junio,GALA""";"""UNITED STATES OF AMERICA,Programa Master_en,English,non_associate,Alumni,GAW 24,Last Online after 2020""";Yes;04/11/2024 1:07;GAW Spring Sale Ticket - ENDED;Yes;2014;International MBA;N6;United States Of America;International Development and Social Impact ;Nope;;Woohoo!;;129.0;1.0;COMPLETE;04/11/2024 0:05;06/07/2024 16:52;j0tzg4v9;c34aab38-f78e-11ee-9a62-02b922c01bc9;
Alumni;"""IMBA Nov 2013,Visibility YES,FRIDAY June 7th,SATURDAY 8 de junio,SUNDAY 9 de junio,GALA""";"""UNITED STATES OF AMERICA,Programa Master_en,English,non_associate,Alumni,GAW 24,Last Online after 2020""";Yes;04/11/2024 1:07;Gala Dinner Spring Sale Ticket - ENDED;Yes;2014;International MBA;N6;United States Of America;;Nope;;Woohoo!;;179.0;1.0;COMPLETE;5/31/2024 8:10:15 PM;6/19/2024 11:47:54 AM;j3k507b6;c34aab38-f78e-11ee-9a62-02b922c01bc9;
Alumni;"""IMBA Nov 2013,Visibility YES,FRIDAY June 7th,SATURDAY 8 de junio,SATURDAY GUEST""";"""ITALY,Programa Master_en,English,non_associate,Madrid,Alumni,IMBA-ENG""";Yes;5/31/2024 9:50:45 PM;GAW Spring Sale Ticket - ENDED;Yes;2014;IMBA;N1;Italy;Technology ;No allergies;;;;129.0;1.0;COMPLETE;5/31/2024 2:48:55 PM;06/07/2024 16:12;4b3dygyr;1220fcf1-1f87-11ef-9073-0a31732c095b;
Alumni;"""IMBA Nov 2013,Visibility YES,FRIDAY June 7th,SATURDAY 8 de junio,SATURDAY GUEST""";"""ITALY,Programa Master_en,English,non_associate,Madrid,Alumni,IMBA-ENG""";Yes;5/31/2024 9:50:45 PM;GAW Spring Sale Ticket - ENDED;No;Not applicable;Master in Graphic Design;;Italy;Other;No allergies;;;;129.0;1.0;COMPLETE;5/31/2024 2:48:55 PM;06/08/2024 11:36;4b3dygyr;1220fcf1-1f87-11ef-9073-0a31732c095b;
Alumni;"""Visibility YES,GALA""";"""FRANCE,Programa Master_en,English,associate,Alumni,GAW 24,Last Online after 2020""";Yes;5/31/2024 10:30:29 PM;EPIC Awards;;2018;Master in Management;F4;France;Other;No;;;;0.0;1.0;COMPLETE;5/31/2024 9:28:40 PM;6/18/2024 4:00:51 PM;Unknown;4e626a43-1f8c-11ef-9073-0a31732c095b;
Alumni;"""IMBA Nov 2013,Visibility YES,FRIDAY June 7th""";"""SPAIN,Programa Master_en,English,non_associate,Madrid,Alumni,IMBA-ESP,GAW 24,Last Online after 2020""";Yes;5/31/2024 11:20:11 PM;GAW Spring Sale Ticket - ENDED;Yes;2014;International MBA;N7;Spain;International Development and Social Impact ;No;;;;129.0;1.0;COMPLETE;5/31/2024 10:18:00 PM;06/07/2024 17:13;9sgwm200;42513d27-1f93-11ef-9073-0a31732c095b;
Alumni;"""IMBA Nov 2008,FRIDAY June 7th,SATURDAY 8 de junio,SUNDAY 9 de junio""";"""SPAIN,Programa Master_en,Spanish,associate,Madrid,Alumni,IMBA-ENG,GAW 24,Last Online after 2020""";Yes;5/31/2024 11:56:35 PM;GAW Spring Sale Ticket - ENDED;Yes;2009;International MBA (English);N4;Spain;Consulting;No;;;;129.0;1.0;COMPLETE;5/31/2024 10:51:47 PM;06/07/2024 16:48;q88eb320;fa91612e-1f97-11ef-9073-0a31732c095b;
Alumni;"""Visibility YES,FRIDAY June 7th,GALA""";"""Programa Master_en,English,non_associate,Madrid,Alumni,IMBA-ENG,GAW 24,Last Online after 2020""";Yes;06/01/2024 1:13;GAW + Gala Dinner Spring Sale Ticket - ENDED;Yes;2015;International MBA (English);;United States Of America;Law;;;;;308.0;1.0;COMPLETE;06/01/2024 0:12;06/07/2024 16:31;b0rd8edh;319b09b9-1fa3-11ef-9073-0a31732c095b;
Alumni;"""FRIDAY June 7th""";"""NIGERIA,Programa Master_en,English,associate,Alumni,GAW 24,Last Online after 2020""";Yes;06/01/2024 1:19;GAW TICKET;;;;;;;;;;paid in person on friday;159.0;1.0;COMPLETE;06/11/2024 16:26;06/11/2024 17:26;Unknown;997b9cea-1fa3-11ef-9073-0a31732c095b;
Alumni;"""IMBA April 2013,Visibility YES,SUNDAY 9 de junio,SATURDAY 8 de junio""";"""UNITED KINGDOM,Programa Master_en,English,non_associate,Madrid,Alumni,GAW 24,Last Online after 2020""";Yes;5/16/2024 10:42:35 PM;GAW TICKET;Yes;2014;International MBA;A2;United Kingdom;Finance;No;;;;159.0;1.0;COMPLETE;06/01/2024 18:13;06/08/2024 12:00;b5k26yt1;57b05b17-13c4-11ef-a511-02b922c01bc9;
Alumni;"""IMBA Oct 2003,Visibility YES,FRIDAY June 7th,SATURDAY 8 de junio""";"""SPAIN,Programa Master_en,English,non_associate,Madrid,Alumni,IMBA-ENG""";Yes;06/01/2024 19:50;GAW TICKET;Yes;2004;International MBA;S2;Mexico;International Development and Social Impact ;No;;;;159.0;1.0;COMPLETE;06/01/2024 18:48;06/07/2024 15:34;p6n4shcr;2746331a-203f-11ef-9073-0a31732c095b;
Alumni;"""Visibility YES,FRIDAY June 7th,SATURDAY 8 de junio""";"""ISRAEL,Programa Master_en,English,non_associate,Madrid,Alumni,GAW 24,Last Online after 2020""";Yes;06/02/2024 10:51;GAW TICKET;Yes;2013;International MBA;n2;Spain;Finance;no;;;;159.0;1.0;COMPLETE;06/02/2024 9:49;06/07/2024 19:41;gmtdn94p;0dbe862b-20bd-11ef-9073-0a31732c095b;
